Core-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCX-3,,,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),Branch Misprediction Ratio,IC (32B) Fetch Miss Ratio,Op Cache (64B) Fetch Miss Ratio,IC Access (pti),IC Miss (pti),DC Access (pti),DC Fills From Same CCX (pti),DC Fills From different CCX in same node (pti),DC Fills From Local Memory (pti),DC Fills From Remote CCX Cache (pti),DC Fills From Remote Memory (pti),All DC Fills (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access,L3 Miss,L3 Miss %,Ave L3 Miss Latency,
99.99,3724.48,1.54,0.65,0.00,0.32,0.00,0.07,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2449.00,462.00,18.86,921.31,
100.04,3723.87,1.55,0.65,0.00,0.30,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2517.00,537.00,21.33,1026.80,
99.99,3724.44,1.55,0.65,0.00,0.31,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2477.00,487.00,19.66,980.25,
99.99,3724.63,1.55,0.65,0.00,0.32,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2465.00,473.00,19.19,938.93,
100.00,3724.28,1.55,0.65,0.00,0.32,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2599.00,487.00,18.74,894.94,
100.00,3723.98,1.54,0.65,0.00,0.30,0.00,0.05,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,4582.00,2416.00,52.73,692.42,
100.00,3724.26,1.55,0.64,0.00,0.29,0.00,0.09,0.03,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2436.00,516.00,21.18,933.65,
100.00,3724.45,1.55,0.65,0.00,0.30,0.00,0.05,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2408.00,622.00,25.83,983.28,
100.02,3724.26,1.54,0.65,0.00,0.27,0.00,0.05,0.01,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2448.00,460.00,18.79,856.80,
100.01,3724.00,1.55,0.64,0.00,0.34,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2506.00,476.00,18.99,944.57,
100.05,3723.70,1.55,0.65,0.00,0.29,0.00,0.08,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,6627.00,1176.00,17.75,877.23,
100.00,3724.34,1.55,0.65,0.00,0.30,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2899.00,532.00,18.35,710.78,
99.98,3724.84,1.55,0.65,0.00,0.31,0.00,0.06,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.00,2464.00,503.00,20.41,909.30,
99.99,3724.60,1.55,0.65,0.00,0.32,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,12452.00,1633.00,13.11,1057.04,
100.05,3723.50,1.55,0.64,0.00,0.37,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2419.00,485.00,20.05,908.93,
100.05,3723.66,1.55,0.65,0.00,0.31,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2371.00,501.00,21.13,878.64,
100.02,3724.43,1.54,0.65,0.00,0.32,0.00,0.07,0.02,0.31,0.01,0.00,0.00,0.00,0.00,0.01,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,5993.00,1844.00,30.77,892.51,
100.03,3724.06,1.55,0.65,0.00,0.28,0.00,0.09,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,16288.00,1697.00,10.42,1014.86,
100.00,3724.39,1.55,0.65,0.00,0.30,0.00,0.06,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2421.00,433.00,17.89,879.24,
100.00,3724.46,1.55,0.65,0.00,0.31,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2518.00,485.00,19.26,968.39,
100.01,3724.20,1.55,0.64,0.00,0.32,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2466.00,468.00,18.98,907.66,
99.98,3725.37,1.55,0.65,0.00,0.32,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2506.00,493.00,19.67,429.51,
99.99,3724.75,1.55,0.64,0.00,0.35,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2430.00,489.00,20.12,838.41,
100.02,3724.92,1.55,0.65,0.00,0.33,0.00,0.06,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,6583.00,996.00,15.13,769.80,
100.05,3723.83,1.54,0.65,0.00,0.31,0.00,0.05,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2553.00,535.00,20.96,916.46,
100.04,3723.98,1.55,0.64,0.00,0.31,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2495.00,488.00,19.56,901.19,
100.01,3724.66,1.55,0.65,0.00,0.30,0.00,0.05,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2512.00,512.00,20.38,951.76,
100.00,3724.25,1.55,0.65,0.00,0.30,0.00,0.05,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2571.00,541.00,21.04,959.30,
100.00,3724.89,1.55,0.64,0.00,0.31,0.00,0.08,0.02,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,6650.00,1187.00,17.85,955.81,
100.03,3724.29,1.55,0.65,0.00,0.31,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2617.00,548.00,20.94,1093.08,
99.99,3724.86,1.55,0.64,0.00,0.36,0.00,0.07,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2414.00,471.00,19.51,796.30,
100.01,3724.94,1.55,0.65,0.00,0.34,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2436.00,585.00,24.01,1008.60,
100.05,3723.05,1.54,0.65,0.00,0.33,0.00,0.06,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2372.00,514.00,21.67,1021.86,
100.03,3724.44,1.55,0.65,0.00,0.32,0.00,0.06,0.02,0.27,0.01,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2582.00,540.00,20.91,1102.31,
100.05,3722.91,1.55,0.65,0.00,0.31,0.00,0.08,0.02,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2498.00,466.00,18.65,928.14,
100.04,3723.67,1.54,0.65,0.00,0.32,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2533.00,499.00,19.70,972.04,
100.01,3724.66,1.55,0.65,0.00,0.31,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2471.00,451.00,18.25,964.33,
100.05,3723.42,1.55,0.65,0.00,0.30,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,7453.00,1228.00,16.48,979.61,
100.05,3724.17,1.55,0.64,0.00,0.33,0.00,0.09,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,8649.00,1512.00,17.48,1000.67,
100.01,3725.11,1.55,0.65,0.00,0.30,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2396.00,501.00,20.91,885.04,
100.13,3723.02,1.54,0.65,0.00,0.32,0.00,0.08,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2947.00,724.00,24.57,938.17,
100.04,3723.89,1.55,0.65,0.00,0.30,0.00,0.05,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2469.00,495.00,20.05,1196.83,
100.02,3723.90,1.55,0.65,0.00,0.26,0.00,0.08,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2580.00,565.00,21.90,1106.53,
100.00,3724.45,1.54,0.65,0.00,0.27,0.00,0.06,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2523.00,520.00,20.61,895.78,
100.04,3724.86,1.55,0.64,0.00,0.31,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,7140.00,1190.00,16.67,824.05,
99.99,3725.54,1.55,0.65,0.00,0.31,0.00,0.08,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2473.00,461.00,18.64,819.00,
100.04,3723.74,1.55,0.64,0.00,0.33,0.00,0.08,0.03,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,8603.00,946.00,11.00,970.37,
100.04,3723.82,1.55,0.65,0.00,0.30,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2462.00,479.00,19.46,918.57,
100.04,3723.62,1.54,0.65,0.00,0.33,0.00,0.06,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2469.00,466.00,18.87,965.59,
100.00,3724.52,1.55,0.64,0.00,0.32,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2434.00,467.00,19.19,852.04,
99.99,3724.85,1.55,0.65,0.00,0.31,0.00,0.08,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2474.00,482.00,19.48,826.72,
100.01,3724.34,1.54,0.65,0.00,0.32,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2508.00,593.00,23.64,1015.25,
99.98,3725.22,1.55,0.65,0.00,0.29,0.00,0.08,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2562.00,561.00,21.90,1055.42,
100.00,3724.75,1.54,0.65,0.00,0.27,0.00,0.09,0.02,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2845.00,757.00,26.61,919.51,
100.00,3724.65,1.55,0.64,0.00,0.30,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,7420.00,1414.00,19.06,1765.98,
100.00,3725.25,1.55,0.65,0.00,0.31,0.00,0.05,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2502.00,522.00,20.86,1063.36,
99.99,3724.19,1.54,0.65,0.00,0.32,0.00,0.07,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2468.00,521.00,21.11,896.41,
100.05,3723.34,1.55,0.64,0.00,0.31,0.00,0.05,0.02,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,9304.00,1227.00,13.19,908.26,
100.04,3723.78,1.55,0.65,0.00,0.29,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2408.00,482.00,20.02,957.29,
100.05,3723.59,1.54,0.65,0.00,0.32,0.00,0.09,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2472.00,479.00,19.38,1022.40,
99.99,3725.15,1.55,0.64,0.00,0.23,0.00,0.08,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2503.00,526.00,21.01,888.85,
100.04,3723.73,1.55,0.65,0.00,0.32,0.00,0.08,0.02,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,2466.00,488.00,19.79,913.60,
100.03,3723.98,1.55,0.64,0.00,0.31,0.00,0.07,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2347.00,568.00,24.20,981.57,
100.05,3723.57,1.55,0.65,0.00,0.24,0.00,0.08,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2495.00,492.00,19.72,959.10,
100.04,3723.67,1.54,0.65,0.00,0.30,0.00,0.05,0.02,0.25,0.01,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,7910.00,2110.00,26.68,955.39,
100.05,3723.89,1.55,0.64,0.00,0.32,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2477.00,460.00,18.57,911.68,
100.01,3724.74,1.55,0.65,0.00,0.25,0.00,0.10,0.02,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2481.00,487.00,19.63,973.78,
100.04,3723.85,1.54,0.65,0.00,0.30,0.00,0.07,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2489.00,490.00,19.69,877.29,
100.00,3724.62,1.55,0.64,0.00,0.30,0.00,0.07,0.02,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2483.00,485.00,19.53,913.32,
99.98,3724.86,1.55,0.65,0.00,0.26,0.00,0.10,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2434.00,484.00,19.88,985.17,
100.06,3723.40,1.55,0.64,0.00,0.35,0.00,0.08,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2449.00,456.00,18.62,894.34,
100.04,3723.75,1.55,0.65,0.00,0.33,0.00,0.05,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2524.00,539.00,21.35,994.00,
100.04,3724.52,1.54,0.65,0.00,0.32,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2494.00,478.00,19.17,996.72,
100.01,3723.83,1.55,0.64,0.00,0.29,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2474.00,546.00,22.07,1057.54,
100.00,3724.28,1.55,0.65,0.00,0.29,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2455.00,450.00,18.33,880.15,
100.04,3723.63,1.54,0.65,0.00,0.31,0.00,0.06,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,3227.00,1089.00,33.75,1065.70,
100.01,3724.42,1.55,0.65,0.00,0.30,0.00,0.09,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2484.00,495.00,19.93,1030.68,
99.94,3726.76,1.55,0.65,0.00,0.31,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2464.00,470.00,19.07,964.18,
99.99,3725.41,1.55,0.64,0.00,0.29,0.00,0.08,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2465.00,460.00,18.66,929.58,
100.00,3724.44,1.55,0.65,0.00,0.29,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,8312.00,1502.00,18.07,913.93,
100.06,3724.07,1.54,0.65,0.00,0.31,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2502.00,490.00,19.58,983.36,
100.05,3724.24,1.55,0.64,0.00,0.34,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2377.00,480.00,20.19,966.51,
100.01,3724.52,1.55,0.65,0.00,0.34,0.00,0.08,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,9214.00,1632.00,17.71,1028.81,
100.05,3723.81,1.54,0.65,0.00,0.31,0.00,0.08,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2468.00,470.00,19.04,1200.49,
100.00,3724.15,1.55,0.64,0.00,0.31,0.00,0.06,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2443.00,442.00,18.09,897.51,
100.02,3724.36,1.55,0.65,0.00,0.33,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2477.00,478.00,19.30,959.12,
100.01,3724.43,1.55,0.64,0.00,0.34,0.00,0.08,0.03,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2431.00,459.00,18.88,981.82,
100.04,3723.98,1.55,0.65,0.00,0.29,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,2519.00,492.00,19.53,952.30,
100.00,3724.29,1.54,0.65,0.00,0.34,0.00,0.08,0.03,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2514.00,475.00,18.89,1044.16,
100.01,3724.19,1.55,0.64,0.00,0.31,0.00,0.07,0.02,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,6829.00,1265.00,18.52,953.70,
100.03,3724.15,1.55,0.65,0.00,0.32,0.00,0.06,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2561.00,550.00,21.48,1026.35,
100.05,3724.30,1.54,0.65,0.00,0.30,0.00,0.05,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,7002.00,1001.00,14.30,956.32,
100.00,3724.26,1.55,0.65,0.00,0.31,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2469.00,459.00,18.59,1178.52,
99.98,3724.42,1.55,0.65,0.00,0.32,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2472.00,475.00,19.22,939.65,
100.04,3723.69,1.55,0.64,0.00,0.37,0.00,0.06,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2205.00,475.00,21.54,964.36,
100.02,3724.05,1.55,0.65,0.00,0.25,0.00,0.10,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,6728.00,1052.00,15.64,935.52,
100.02,3724.68,1.54,0.65,0.00,0.30,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2435.00,476.00,19.55,811.26,
100.00,3723.82,1.55,0.64,0.00,0.33,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2426.00,566.00,23.33,1020.85,
100.05,3724.16,1.55,0.65,0.00,0.34,0.00,0.06,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2435.00,428.00,17.58,909.00,
99.99,3724.81,1.54,0.65,0.00,0.29,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2468.00,538.00,21.80,976.88,
100.05,3723.47,1.55,0.64,0.00,0.34,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2477.00,465.00,18.77,954.71,
100.03,3724.15,1.55,0.65,0.00,0.30,0.00,0.07,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2461.00,447.00,18.16,879.44,
100.01,3724.14,1.55,0.65,0.00,0.36,0.00,0.06,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2673.00,589.00,22.04,952.61,
