Core-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCX-3,,,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),Branch Misprediction Ratio,IC (32B) Fetch Miss Ratio,Op Cache (64B) Fetch Miss Ratio,IC Access (pti),IC Miss (pti),DC Access (pti),DC Fills From Same CCX (pti),DC Fills From different CCX in same node (pti),DC Fills From Local Memory (pti),DC Fills From Remote CCX Cache (pti),DC Fills From Remote Memory (pti),All DC Fills (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access,L3 Miss,L3 Miss %,Ave L3 Miss Latency,
100.04,3723.18,1.54,0.65,0.00,0.37,0.00,0.11,0.04,0.51,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2635.00,565.00,21.44,2883.62,
100.05,3724.13,1.54,0.65,0.00,0.28,0.00,0.09,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2629.00,695.00,26.44,1193.11,
100.05,3723.45,1.55,0.65,0.00,0.33,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2583.00,527.00,20.40,1170.90,
100.00,3723.98,1.55,0.65,0.00,0.29,0.00,0.11,0.03,0.36,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2616.00,563.00,21.52,1256.03,
100.02,3724.17,1.55,0.65,0.00,0.33,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2681.00,606.00,22.60,1228.45,
99.86,3726.95,1.55,0.65,0.00,0.34,0.00,0.08,0.03,0.37,0.01,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,23691.00,3243.00,13.69,1011.71,
100.18,3723.01,1.55,0.65,0.00,0.33,0.00,0.08,0.03,0.39,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,9896.00,1326.00,13.40,781.57,
100.19,3723.31,1.53,0.65,0.00,0.33,0.00,0.08,0.03,0.37,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,11521.00,1612.00,13.99,1016.20,
100.12,3707.34,1.54,0.65,0.00,0.33,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,28209.00,3766.00,13.35,1036.83,
100.06,3724.64,1.54,0.65,0.00,0.26,0.00,0.10,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2783.00,614.00,22.06,2580.04,
100.02,3724.85,1.55,0.65,0.00,0.33,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2685.00,606.00,22.57,1244.74,
100.04,3724.19,1.55,0.65,0.00,0.33,0.00,0.09,0.03,0.36,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2781.00,616.00,22.15,1470.76,
100.05,3724.75,1.55,0.65,0.00,0.34,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,12505.00,1289.00,10.31,1458.24,
100.02,3724.67,1.54,0.65,0.00,0.36,0.00,0.09,0.03,0.35,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2736.00,593.00,21.67,1204.09,
100.01,3724.76,1.54,0.65,0.00,0.20,0.00,0.10,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2650.00,518.00,19.55,1257.06,
100.35,3721.12,1.54,0.65,0.00,0.31,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2826.00,688.00,24.35,2498.64,
99.97,3726.28,1.54,0.65,0.00,0.29,0.00,0.08,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.04,0.03,0.01,0.01,0.00,0.00,0.01,0.03,0.02,0.00,0.01,2815.00,654.00,23.23,1491.98,
100.02,3724.69,1.55,0.65,0.00,0.34,0.00,0.07,0.02,0.29,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2588.00,532.00,20.56,1222.87,
100.02,3724.29,1.55,0.65,0.00,0.33,0.00,0.07,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2826.00,513.00,18.15,2531.02,
100.00,3725.48,1.55,0.65,0.00,0.33,0.00,0.07,0.02,0.28,0.01,0.00,0.00,0.00,0.00,0.01,0.05,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2661.00,526.00,19.77,1251.47,
100.01,3724.79,1.54,0.65,0.00,0.38,0.00,0.09,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2722.00,560.00,20.57,1225.87,
100.02,3724.36,1.55,0.65,0.00,0.33,0.00,0.07,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2629.00,513.00,19.51,1328.18,
100.00,3725.00,1.54,0.65,0.00,0.31,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,12236.00,1169.00,9.55,1437.51,
99.95,3725.05,1.55,0.65,0.00,0.30,0.00,0.09,0.03,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2616.00,513.00,19.61,1146.84,
99.99,3724.99,1.55,0.65,0.00,0.34,0.00,0.08,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.01,0.00,0.01,0.00,0.04,0.04,0.01,0.00,2636.00,541.00,20.52,1221.92,
100.00,3725.02,1.55,0.65,0.00,0.35,0.00,0.08,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.01,0.00,0.00,0.00,0.04,0.03,0.01,0.00,2559.00,559.00,21.84,1359.91,
100.05,3723.68,1.53,0.65,0.00,0.32,0.00,0.09,0.03,0.35,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2647.00,589.00,22.25,1268.88,
100.02,3724.58,1.54,0.65,0.00,0.33,0.00,0.08,0.03,0.31,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2698.00,591.00,21.91,1231.16,
100.04,3723.95,1.55,0.65,0.00,0.31,0.00,0.10,0.03,0.35,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2644.00,533.00,20.16,1814.08,
100.01,3724.85,1.55,0.65,0.00,0.29,0.00,0.07,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,2630.00,565.00,21.48,1159.18,
100.01,3724.55,1.55,0.65,0.00,0.37,0.00,0.07,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,2675.00,567.00,21.20,1190.21,
100.06,3724.38,1.55,0.65,0.00,0.29,0.00,0.09,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2629.00,559.00,21.26,1233.55,
100.00,3724.61,1.55,0.65,0.00,0.32,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,12512.00,1572.00,12.56,1614.06,
99.99,3724.19,1.54,0.65,0.00,0.32,0.00,0.08,0.02,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2654.00,631.00,23.78,1415.79,
100.08,3724.10,1.55,0.65,0.00,0.26,0.00,0.09,0.02,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2556.00,542.00,21.21,1257.82,
99.99,3725.09,1.55,0.65,0.00,0.33,0.00,0.09,0.03,0.36,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,9586.00,1354.00,14.12,1419.65,
99.91,3726.25,1.55,0.65,0.00,0.31,0.00,0.08,0.02,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2550.00,510.00,20.00,1212.53,
100.01,3725.21,1.54,0.65,0.00,0.34,0.00,0.07,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,3112.00,890.00,28.60,1135.98,
100.04,3724.58,1.55,0.65,0.00,0.34,0.00,0.08,0.03,0.36,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.04,0.01,0.00,0.01,0.00,0.00,0.00,0.03,0.03,0.00,0.00,5257.00,931.00,17.71,2061.74,
100.26,3722.30,1.53,0.65,0.00,0.33,0.00,0.07,0.02,0.35,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,10607.00,1316.00,12.41,1302.64,
100.02,3724.34,1.54,0.65,0.00,0.32,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,10096.00,1389.00,13.76,1039.76,
100.19,3723.20,1.55,0.65,0.00,0.34,0.00,0.09,0.03,0.40,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,18850.00,1614.00,8.56,1066.94,
100.00,3725.47,1.55,0.64,0.00,0.32,0.00,0.10,0.03,0.41,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,6101.00,608.00,9.97,1140.19,
100.18,3719.15,1.55,0.65,0.00,0.32,0.00,0.08,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,8065.00,1076.00,13.34,1173.42,
100.18,3724.75,1.55,0.65,0.00,0.32,0.00,0.09,0.03,0.35,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,8092.00,1112.00,13.74,1357.30,
100.00,3725.10,1.54,0.65,0.00,0.35,0.00,0.10,0.04,0.37,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,7454.00,888.00,11.91,1292.35,
100.22,3723.43,1.54,0.65,0.00,0.29,0.00,0.09,0.03,0.38,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,9385.00,1103.00,11.75,1173.31,
100.17,3719.37,1.55,0.65,0.00,0.33,0.00,0.09,0.03,0.48,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,8051.00,1159.00,14.40,1190.41,
100.12,3720.18,1.55,0.65,0.00,0.33,0.00,0.09,0.03,0.39,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,8084.00,1159.00,14.34,1205.38,
100.25,3722.43,1.55,0.65,0.00,0.36,0.00,0.11,0.04,0.53,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,9895.00,1397.00,14.12,1277.10,
100.33,3722.34,1.55,0.65,0.00,0.32,0.00,0.07,0.02,0.37,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,16992.00,1790.00,10.53,1368.89,
100.24,3722.30,1.55,0.65,0.00,0.35,0.00,0.08,0.03,0.38,0.01,0.00,0.00,0.00,0.00,0.01,0.05,0.03,0.01,0.01,0.01,0.00,0.00,0.00,0.04,0.03,0.01,0.00,11425.00,1295.00,11.33,1139.35,
100.18,3723.59,1.54,0.65,0.00,0.32,0.00,0.07,0.02,0.36,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,9615.00,1080.00,11.23,989.67,
100.08,3722.60,1.55,0.65,0.00,0.34,0.00,0.08,0.03,0.35,0.01,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,6974.00,904.00,12.96,1192.55,
100.22,3723.10,1.55,0.65,0.00,0.33,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,9822.00,1177.00,11.98,1186.42,
100.18,3719.23,1.55,0.65,0.00,0.33,0.00,0.06,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,8094.00,1079.00,13.33,1321.12,
100.00,3724.98,1.55,0.65,0.00,0.35,0.00,0.11,0.04,0.42,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.03,0.02,0.01,0.01,0.00,0.00,0.00,0.03,0.02,0.00,0.01,2679.00,557.00,20.79,1201.78,
100.02,3724.19,1.55,0.65,0.00,0.28,0.00,0.09,0.03,0.36,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.01,0.00,0.00,0.00,0.05,0.04,0.01,0.00,12759.00,2188.00,17.15,1050.32,
100.04,3724.21,1.54,0.65,0.00,0.34,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2711.00,588.00,21.69,1147.59,
100.13,3721.41,1.54,0.65,0.00,0.28,0.00,0.11,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2681.00,552.00,20.59,1374.03,
100.06,3723.64,1.55,0.65,0.00,0.34,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2657.00,584.00,21.98,1193.24,
100.07,3724.33,1.55,0.65,0.00,0.32,0.00,0.06,0.02,0.29,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,12220.00,1193.00,9.76,1032.90,
99.97,3725.48,1.55,0.65,0.00,0.33,0.00,0.08,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,2621.00,506.00,19.31,1231.71,
100.04,3724.57,1.55,0.65,0.00,0.33,0.00,0.07,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2658.00,570.00,21.44,1220.26,
100.03,3724.64,1.55,0.64,0.00,0.36,0.00,0.09,0.03,0.35,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2694.00,578.00,21.46,1192.04,
100.03,3724.85,1.54,0.65,0.00,0.32,0.00,0.07,0.02,0.29,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,14613.00,3525.00,24.12,1102.10,
99.99,3724.91,1.54,0.65,0.00,0.26,0.00,0.09,0.02,0.29,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,2674.00,571.00,21.35,1262.07,
99.99,3724.95,1.55,0.65,0.00,0.35,0.00,0.08,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2651.00,587.00,22.14,1193.89,
99.99,3725.06,1.55,0.65,0.00,0.35,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.01,0.00,0.01,0.00,0.04,0.03,0.01,0.00,2678.00,601.00,22.44,1278.27,
100.02,3724.75,1.55,0.65,0.00,0.31,0.00,0.08,0.03,0.31,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2657.00,563.00,21.19,1364.33,
100.10,3723.70,1.55,0.65,0.00,0.29,0.00,0.08,0.02,0.29,0.01,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,2660.00,561.00,21.09,1256.49,
100.07,3724.07,1.53,0.65,0.00,0.34,0.00,0.06,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,12256.00,1176.00,9.60,1254.74,
100.01,3725.13,1.54,0.65,0.00,0.26,0.00,0.10,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2652.00,541.00,20.40,1265.10,
100.01,3724.78,1.54,0.65,0.00,0.34,0.00,0.08,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.01,0.00,0.01,0.00,0.05,0.04,0.01,0.00,3052.00,798.00,26.15,1154.06,
100.10,3721.37,1.55,0.65,0.00,0.33,0.00,0.08,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2577.00,582.00,22.58,1646.59,
99.99,3724.77,1.55,0.65,0.00,0.29,0.00,0.07,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2653.00,620.00,23.37,854.73,
100.01,3724.22,1.55,0.65,0.00,0.33,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,2678.00,594.00,22.18,1255.52,
100.02,3724.49,1.55,0.65,0.00,0.32,0.00,0.10,0.03,0.35,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2672.00,571.00,21.37,1249.06,
100.03,3724.39,1.54,0.65,0.00,0.30,0.00,0.09,0.03,0.35,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2582.00,542.00,20.99,1200.41,
100.05,3714.93,1.54,0.65,0.00,0.33,0.00,0.08,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,3725.00,579.00,15.54,1520.44,
100.02,3724.97,1.55,0.65,0.00,0.32,0.00,0.06,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2654.00,592.00,22.31,1235.06,
100.01,3724.32,1.55,0.65,0.00,0.35,0.00,0.10,0.03,0.40,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,2627.00,571.00,21.74,1482.69,
100.01,3724.79,1.55,0.65,0.00,0.35,0.00,0.07,0.03,0.30,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2639.00,760.00,28.80,1259.29,
100.03,3724.42,1.55,0.65,0.00,0.40,0.00,0.08,0.03,0.30,0.01,0.00,0.00,0.00,0.00,0.01,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,2651.00,580.00,21.88,1491.45,
100.00,3725.25,1.54,0.65,0.00,0.33,0.00,0.08,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,2613.00,569.00,21.78,1377.45,
100.02,3725.00,1.54,0.65,0.00,0.33,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2605.00,557.00,21.38,1370.80,
100.04,3724.75,1.54,0.65,0.00,0.35,0.00,0.08,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2973.00,893.00,30.04,1164.69,
100.05,3724.86,1.55,0.65,0.00,0.34,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,2676.00,613.00,22.91,2223.68,
100.00,3724.83,1.55,0.65,0.00,0.34,0.00,0.07,0.03,0.31,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2675.00,585.00,21.87,1237.71,
100.01,3724.55,1.55,0.65,0.00,0.35,0.00,0.07,0.02,0.29,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,2703.00,630.00,23.31,1370.11,
100.03,3724.72,1.53,0.65,0.00,0.34,0.00,0.09,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,2778.00,620.00,22.32,1381.06,
100.00,3724.12,1.54,0.65,0.00,0.25,0.00,0.10,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,2585.00,532.00,20.58,1372.14,
100.01,3724.68,1.54,0.65,0.00,0.32,0.00,0.09,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2724.00,652.00,23.94,1220.00,
100.03,3724.12,1.55,0.65,0.00,0.35,0.00,0.07,0.03,0.31,0.01,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2601.00,534.00,20.53,1576.20,
100.07,3723.26,1.55,0.65,0.00,0.40,0.00,0.08,0.03,0.37,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2623.00,557.00,21.24,1355.10,
100.02,3724.53,1.55,0.65,0.00,0.31,0.00,0.10,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,2597.00,557.00,21.45,1245.82,
100.02,3724.56,1.54,0.65,0.00,0.34,0.00,0.09,0.03,0.49,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.04,0.01,0.00,0.01,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2686.00,637.00,23.72,826.19,
99.98,3726.00,1.54,0.65,0.00,0.32,0.00,0.08,0.03,0.47,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2579.00,547.00,21.21,1451.88,
100.01,3724.56,1.54,0.65,0.00,0.34,0.00,0.07,0.02,0.29,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2921.00,775.00,26.53,1195.14,
100.05,3723.44,1.55,0.65,0.00,0.34,0.00,0.08,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,2669.00,565.00,21.17,1245.22,
100.00,3724.72,1.55,0.65,0.00,0.28,0.00,0.11,0.03,0.35,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2613.00,560.00,21.43,1580.96,
99.99,3724.90,1.55,0.65,0.00,0.35,0.00,0.07,0.02,0.29,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,14925.00,1710.00,11.46,1661.18,
